source,record,event_label,duration_stratum,event_hr,basal_start,basal_end,approach_start,approach_end,path,detector,collapse_role,L,theta_delta_S,theta_R,n_symbols,basal_idx_start,basal_idx_end,search_start_idx,search_end_idx,alarmed,lead_time_h,detection_hr,first_alarm_idx,n_alarm_samples_search,n_core_alarm_samples_search,mean_S_approach,mean_D_approach,frac_low_div_approach,frac_high_syn_approach,error
vfdb,424,VFIB,short_15_60min,0.3497211032443576,0.0,0.11657370108145254,0.23314740216290508,0.3497211032443576,vfdb_424_clean.npz,I-confirm,confirm,50,0.12,8,3894,0,909,909,2682,0,nan,nan,,0,0,0.4362600461893764,0.5566140620990505,0.0023094688221709007,0.0,
vfdb,424,VFIB,short_15_60min,0.3497211032443576,0.0,0.11657370108145254,0.23314740216290508,0.3497211032443576,vfdb_424_clean.npz,OPS-S1,n/a,50,0.08,5,3894,0,909,909,2682,1,0.22591888427734375,0.12380221896701389,965,22,22,0.4362600461893764,nan,nan,0.005773672055427252,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,I0,none,50,0.08,5,2058,0,242,242,719,1,0.04535444471571179,0.21287111070421008,579,44,44,0.4523900826446281,0.5417814508723598,0.0,0.2396694214876033,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,I-mod,modulate,50,0.08,5,2058,0,242,242,719,1,0.04535444471571179,0.21287111070421008,579,44,44,0.4523900826446281,0.5417814508723598,0.0,0.2396694214876033,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,I-confirm,confirm,50,0.12,8,2058,0,242,242,719,0,nan,nan,,0,11,0.4523900826446281,0.5417814508723598,0.0,0.07851239669421488,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,OPS-S1,n/a,50,0.08,5,2058,0,242,242,719,1,0.04535444471571179,0.21287111070421008,579,44,44,0.4523900826446281,nan,nan,0.2396694214876033,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,I0,none,50,0.08,5,3701,0,217,217,732,0,nan,nan,,0,0,0.3958051724137931,0.6119492337164751,0.0,0.0,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,I-mod,modulate,50,0.08,5,3701,0,217,217,732,0,nan,nan,,0,0,0.3958051724137931,0.6119492337164751,0.0,0.0,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,I-confirm,confirm,50,0.12,8,3701,0,217,217,732,0,nan,nan,,0,0,0.3958051724137931,0.6119492337164751,0.0,0.0,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,OPS-S1,n/a,50,0.08,5,3701,0,217,217,732,0,nan,nan,,0,0,0.3958051724137931,nan,nan,0.0,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,I0,none,50,0.08,5,4241,0,237,237,801,1,0.09281110127766928,0.08732666863335503,385,3,3,0.42394403292181077,0.5807041609510745,0.0,0.0,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,I-mod,modulate,50,0.08,5,4241,0,237,237,801,1,0.09281110127766928,0.08732666863335503,385,3,3,0.42394403292181077,0.5807041609510745,0.0,0.0,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,I-confirm,confirm,50,0.12,8,4241,0,237,237,801,0,nan,nan,,0,0,0.42394403292181077,0.5807041609510745,0.0,0.0,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,OPS-S1,n/a,50,0.08,5,4241,0,237,237,801,1,0.09281110127766928,0.08732666863335503,385,3,3,0.42394403292181077,nan,nan,0.0,
vfdb,428,VT,short_15_60min,0.4687388780381944,0.0,0.15624629267939813,0.31249258535879626,0.4687388780381944,vfdb_428_clean.npz,I0,none,50,0.08,5,3272,0,814,814,2462,0,nan,nan,,0,0,0.4153847619047619,0.5782407407407407,0.0,0.0011904761904761906,
vfdb,428,VT,short_15_60min,0.4687388780381944,0.0,0.15624629267939813,0.31249258535879626,0.4687388780381944,vfdb_428_clean.npz,I-mod,modulate,50,0.08,5,3272,0,814,814,2462,0,nan,nan,,0,0,0.4153847619047619,0.5782407407407407,0.0,0.0011904761904761906,
