detector,pooled_far_per_24h,total_episodes,total_search_hours,fraction_alarmed,mean_far,median_far,min_far,max_far,std_far,n_controls
opc_L50,3.7333769938233505,28.0,179.9978949652778,0.3888888888888889,3.7333628476296576,0.0,0.0,16.80003281256409,5.725620919843367,18
sdd,46.26720774488224,347.0,179.9978949652778,1.0,46.267205651593684,45.60091043486308,45.599999999999994,48.000812513753495,1.0748880273906007,18
absz_tau_s,33.7337278370467,253.0,179.9978949652778,1.0,33.73371788851651,33.600466675555154,19.200370840495832,45.60057396555773,7.041507594554357,18
