source_db,record_id,metric,event_hr,event_label,duration_stratum,basal_start,basal_end,approach_start,approach_end,pre_event_hours,total_hours,z_threshold,min_consecutive,theta3,high_threshold,W_TAU,stride,delta,basal_mean_metric,approach_mean_metric,independence,lead_time_h,detection_hr,alarmed,z_at_detection,basal_mean,basal_std,n_search_points
vfdb,610,ar1,0.5109611002604166,VT,short_15_60min,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,0.51096111536026,0.5830910801887512,2.0,3.0,0.08,0.65,101,5,0.07154511444245287,0.2787776088334873,0.35032272327594016,independent,0.340131106906467,0.17082999335394966,1.0,-2.226276830383636,0.2787776088334873,0.024503033742851885,245.0
vfdb,610,excess3,0.5109611002604166,VT,short_15_60min,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,0.51096111536026,0.5830910801887512,2.0,3.0,0.08,0.65,101,5,0.031870723111047716,0.34331771196104127,0.375188435072089,independent,0.339578874376085,0.1713822258843316,1.0,2.8527133919535648,0.34331771196104127,0.021895842890644994,245.0
vfdb,611,tau_s,0.3322855631510417,VT,short_15_60min,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,0.3322855532169342,0.583246648311615,2.0,3.0,0.08,0.65,101,5,0.11325506836397924,0.024118811881188123,0.13737388024516736,independent,0.1676422288682726,0.1646433342827691,1.0,2.20353273368459,0.024118811881188123,0.055105032349128946,251.0
vfdb,611,var,0.3322855631510417,VT,short_15_60min,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,0.3322855532169342,0.583246648311615,2.0,3.0,0.08,0.65,101,5,-785.8781061303557,2627.660372349114,1841.7822662187582,independent,0.21226889716254344,0.12001666598849826,1.0,-14.550193108379382,2627.660372349114,102.29019831359307,251.0
vfdb,611,ar1,0.3322855631510417,VT,short_15_60min,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,0.3322855532169342,0.583246648311615,2.0,3.0,0.08,0.65,101,5,-0.6708246567858533,0.3583211362298558,-0.3125035205559975,independent,0.2096089002821181,0.1226766628689236,1.0,13.10241330685043,0.3583211362298558,0.024609280748348623,251.0
vfdb,611,excess3,0.3322855631510417,VT,short_15_60min,0.0,0.11076185438368057,0.22152370876736113,0.3322855631510417,0.3322855532169342,0.583246648311615,2.0,3.0,0.08,0.65,101,5,0.12445113849484385,0.2830343628886524,0.40748550138349626,independent,0.10056001451280383,0.23172554863823785,1.0,-2.055766318731512,0.2830343628886524,0.028598364183149535,250.0
vfdb,612,tau_s,0.4742733425564236,VT,short_15_60min,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,0.47427332401275635,0.5832744836807251,2.0,3.0,0.08,0.65,101,5,0.0645290623179965,-0.07174125412541255,-0.007212191807416041,independent,0.28623557196723093,0.18803777058919272,1.0,-2.2188056345473544,-0.07174125412541255,0.0695857975704359,202.0
vfdb,612,var,0.4742733425564236,VT,short_15_60min,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,0.47427332401275635,0.5832744836807251,2.0,3.0,0.08,0.65,101,5,nan,nan,nan,independent,nan,nan,0.0,nan,nan,nan,0.0
vfdb,612,ar1,0.4742733425564236,VT,short_15_60min,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,0.47427332401275635,0.5832744836807251,2.0,3.0,0.08,0.65,101,5,nan,nan,nan,independent,nan,nan,0.0,nan,nan,nan,0.0
vfdb,612,excess3,0.4742733425564236,VT,short_15_60min,0.0,0.15809111418547453,0.31618222837094906,0.4742733425564236,0.47427332401275635,0.5832744836807251,2.0,3.0,0.08,0.65,101,5,0.019913557434306395,0.33074356209107825,0.35065711952538464,independent,0.02257446289062498,0.45169887966579864,1.0,2.5907560127850564,0.33074356209107825,0.0379196902404322,202.0
vfdb,614,tau_s,0.3954910956488715,VT,short_15_60min,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,0.3954911231994629,0.5832656025886536,2.0,3.0,0.08,0.65,101,5,0.5179487391232538,-0.1793261415693808,0.33862259755387303,independent,0.2543966505262587,0.14109444512261285,1.0,2.1602473284282255,-0.1793261415693808,0.06697042246822185,230.0
vfdb,614,var,0.3954910956488715,VT,short_15_60min,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,0.3954911231994629,0.5832656025886536,2.0,3.0,0.08,0.65,101,5,nan,nan,nan,independent,nan,nan,0.0,nan,nan,nan,0.0
vfdb,614,ar1,0.3954910956488715,VT,short_15_60min,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,0.3954911231994629,0.5832656025886536,2.0,3.0,0.08,0.65,101,5,nan,nan,nan,independent,nan,nan,0.0,nan,nan,nan,0.0
vfdb,614,excess3,0.3954910956488715,VT,short_15_60min,0.0,0.13183036521629052,0.26366073043258104,0.3954910956488715,0.3954911231994629,0.5832656025886536,2.0,3.0,0.08,0.65,101,5,0.027017638030890134,0.33134309485531205,0.3583607328862022,independent,0.12691109551323787,0.26858000013563366,1.0,2.0758299952077337,0.33134309485531205,0.038465290577307826,230.0
