source,record,event_label,duration_stratum,event_hr,basal_start,basal_end,approach_start,approach_end,path,detector,collapse_role,L,theta_delta_S,theta_R,n_symbols,basal_idx_start,basal_idx_end,search_start_idx,search_end_idx,alarmed,lead_time_h,detection_hr,first_alarm_idx,n_alarm_samples_search,n_core_alarm_samples_search,mean_S_approach,mean_D_approach,frac_low_div_approach,frac_high_syn_approach,error
vfdb,609,VFL,short_15_60min,0.28363888210720484,0.0,0.09454629403573495,0.1890925880714699,0.28363888210720484,vfdb_609_clean.npz,I0_dS0.15_R8,none,50,0.15,8,2196,0,364,364,1076,0,nan,nan,,0,0,0.4467820728291316,0.5734516028633675,0.0,0.0,
vfdb,609,VFL,short_15_60min,0.28363888210720484,0.0,0.09454629403573495,0.1890925880714699,0.28363888210720484,vfdb_609_clean.npz,I0_dS0.15_R10,none,50,0.15,10,2196,0,364,364,1076,0,nan,nan,,0,0,0.4467820728291316,0.5734516028633675,0.0,0.0,
vfdb,609,VFL,short_15_60min,0.28363888210720484,0.0,0.09454629403573495,0.1890925880714699,0.28363888210720484,vfdb_609_clean.npz,I0_dS0.15_R12,none,50,0.15,12,2196,0,364,364,1076,0,nan,nan,,0,0,0.4467820728291316,0.5734516028633675,0.0,0.0,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.08_R5,none,50,0.08,5,2115,0,621,621,1846,1,0.33188888549804685,0.17907221476236979,654,94,94,0.4750991922455574,0.5178603482319153,0.0,0.10823909531502424,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.08_R8,none,50,0.08,8,2115,0,621,621,1846,1,0.331457773844401,0.17950332641601563,657,76,76,0.4750991922455574,0.5178603482319153,0.0,0.10823909531502424,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.08_R10,none,50,0.08,10,2115,0,621,621,1846,1,0.33096110026041664,0.18,659,64,64,0.4750991922455574,0.5178603482319153,0.0,0.10823909531502424,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.08_R12,none,50,0.08,12,2115,0,621,621,1846,1,0.33033109876844613,0.18063000149197048,661,52,52,0.4750991922455574,0.5178603482319153,0.0,0.10823909531502424,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.10_R5,none,50,0.1,5,2115,0,621,621,1846,1,0.33167777167426216,0.1792833285861545,655,36,36,0.4750991922455574,0.5178603482319153,0.0,0.03715670436187399,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.10_R8,none,50,0.1,8,2115,0,621,621,1846,1,0.3311566501193576,0.17980445014105903,658,28,28,0.4750991922455574,0.5178603482319153,0.0,0.03715670436187399,
vfdb,610,VT,short_15_60min,0.5109611002604166,0.0,0.1703203667534722,0.3406407335069444,0.5109611002604166,vfdb_610_clean.npz,I0_dS0.10_R10,none,50,0.1,10,2115,0,621,621,1846,1,0.3307355414496528,0.18022555881076388,660,24,24,0.4750991922455574,0.5178603482319153,0.0,0.03715670436187399,
